soort	frequentie	wijziging	referentie	naar	schatting	lcl90	ucl90	lcl60	ucl60	lcl30	ucl30	analyse	status
Aalscholver	driejaarlijks	2019-2021: +8% (-16%; +49%) t.o.v. 2016-2018 (?+)	2016	2019	1.076	0.842	1.493	0.968	1.272	1.025	1.155	3b5aa6769b8f90cb70d3c87fa8140342d27c9446	d7e50817e7836d36acb91416a7f07cfa136d43df
Aalscholver	driejaarlijks	2007-2009: -36% (-66%; +2%) t.o.v. 2019-2021 (?-)	2019	2007	0.638	0.336	1.024	0.456	0.855	0.546	0.742	3b5aa6769b8f90cb70d3c87fa8140342d27c9446	d7e50817e7836d36acb91416a7f07cfa136d43df
Aalscholver	driejaarlijks	2010-2012: -35% (-64%; +1%) t.o.v. 2019-2021 (?-)	2019	2010	0.654	0.359	1.007	0.488	0.88	0.566	0.76	3b5aa6769b8f90cb70d3c87fa8140342d27c9446	d7e50817e7836d36acb91416a7f07cfa136d43df
Aalscholver	driejaarlijks	2013-2015: -20% (-51%; +11%) t.o.v. 2019-2021 (?-)	2019	2013	0.802	0.495	1.11	0.629	0.965	0.713	0.883	3b5aa6769b8f90cb70d3c87fa8140342d27c9446	d7e50817e7836d36acb91416a7f07cfa136d43df
Aalscholver	driejaarlijks	2016-2018: -7% (-33%; +19%) t.o.v. 2019-2021 (?-)	2019	2016	0.93	0.67	1.187	0.786	1.033	0.866	0.975	3b5aa6769b8f90cb70d3c87fa8140342d27c9446	d7e50817e7836d36acb91416a7f07cfa136d43df
Aalscholver	jaarlijks	2008: -4% (-35%; +21%) t.o.v. 2007 (?-)	2007	2008	0.957	0.653	1.206	0.807	1.074	0.892	1.013	d6c3492e678e8a08410e6406ea61074ec5becbdd	23e3c4922da8ad126bfa7b679860c03bdc20ec61
Aalscholver	jaarlijks	2009: -2% (-37%; +40%) t.o.v. 2007 (?)	2007	2009	0.98	0.627	1.401	0.799	1.156	0.917	1.06	d6c3492e678e8a08410e6406ea61074ec5becbdd	23e3c4922da8ad126bfa7b679860c03bdc20ec61
Aalscholver	jaarlijks	2010: -1% (-41%; +46%) t.o.v. 2007 (?)	2007	2010	0.99	0.588	1.458	0.769	1.199	0.894	1.08	d6c3492e678e8a08410e6406ea61074ec5becbdd	23e3c4922da8ad126bfa7b679860c03bdc20ec61
Aalscholver	jaarlijks	2011: +10% (-40%; +70%) t.o.v. 2007 (?)	2007	2011	1.078	0.626	1.664	0.867	1.327	0.978	1.175	d6c3492e678e8a08410e6406ea61074ec5becbdd	23e3c4922da8ad126bfa7b679860c03bdc20ec61
Aalscholver	jaarlijks	2012: +10% (-30%; +90%) t.o.v. 2007 (?)	2007	2012	1.138	0.68	1.871	0.907	1.451	1.037	1.26	d6c3492e678e8a08410e6406ea61074ec5becbdd	23e3c4922da8ad126bfa7b679860c03bdc20ec61
Aalscholver	jaarlijks	2013: +26% (-21%; +119%) t.o.v. 2007 (?+)	2007	2013	1.261	0.793	2.194	1.005	1.634	1.134	1.424	d6c3492e678e8a08410e6406ea61074ec5becbdd	23e3c4922da8ad126bfa7b679860c03bdc20ec61
Aalscholver	jaarlijks	2014: +21% (-30%; +106%) t.o.v. 2007 (?)	2007	2014	1.208	0.696	2.063	0.95	1.566	1.084	1.355	d6c3492e678e8a08410e6406ea61074ec5becbdd	23e3c4922da8ad126bfa7b679860c03bdc20ec61
Aalscholver	jaarlijks	2015: +25% (-29%; +113%) t.o.v. 2007 (?)	2007	2015	1.25	0.714	2.128	0.944	1.635	1.106	1.409	d6c3492e678e8a08410e6406ea61074ec5becbdd	23e3c4922da8ad126bfa7b679860c03bdc20ec61
Aalscholver	jaarlijks	2016: +32% (-25%; +128%) t.o.v. 2007 (?)	2007	2016	1.325	0.747	2.28	1.018	1.782	1.175	1.495	d6c3492e678e8a08410e6406ea61074ec5becbdd	23e3c4922da8ad126bfa7b679860c03bdc20ec61
Aalscholver	jaarlijks	2017: +60% (-0%; +230%) t.o.v. 2007 (?+)	2007	2017	1.649	0.965	3.251	1.227	2.315	1.428	1.959	d6c3492e678e8a08410e6406ea61074ec5becbdd	23e3c4922da8ad126bfa7b679860c03bdc20ec61
Aalscholver	jaarlijks	2018: +60% (-10%; +230%) t.o.v. 2007 (?+)	2007	2018	1.644	0.935	3.253	1.211	2.296	1.424	1.896	d6c3492e678e8a08410e6406ea61074ec5becbdd	23e3c4922da8ad126bfa7b679860c03bdc20ec61
Aalscholver	jaarlijks	2019: +70% (-0%; +260%) t.o.v. 2007 (?+)	2007	2019	1.72	0.976	3.575	1.257	2.468	1.461	2.063	d6c3492e678e8a08410e6406ea61074ec5becbdd	23e3c4922da8ad126bfa7b679860c03bdc20ec61
Aalscholver	jaarlijks	2020: +70% (-0%; +280%) t.o.v. 2007 (?+)	2007	2020	1.716	0.982	3.776	1.266	2.522	1.47	2.055	d6c3492e678e8a08410e6406ea61074ec5becbdd	23e3c4922da8ad126bfa7b679860c03bdc20ec61
Aalscholver	jaarlijks	2007: +4% (-17%; +53%) t.o.v. 2008 (?+)	2008	2007	1.044	0.829	1.532	0.931	1.239	0.988	1.121	d6c3492e678e8a08410e6406ea61074ec5becbdd	23e3c4922da8ad126bfa7b679860c03bdc20ec61
Aalscholver	jaarlijks	2009: +2% (-22%; +41%) t.o.v. 2008 (?+)	2008	2009	1.025	0.779	1.414	0.909	1.173	0.974	1.086	d6c3492e678e8a08410e6406ea61074ec5becbdd	23e3c4922da8ad126bfa7b679860c03bdc20ec61
Aalscholver	jaarlijks	2010: +3% (-29%; +49%) t.o.v. 2008 (?)	2008	2010	1.034	0.708	1.488	0.878	1.22	0.966	1.113	d6c3492e678e8a08410e6406ea61074ec5becbdd	23e3c4922da8ad126bfa7b679860c03bdc20ec61
Aalscholver	jaarlijks	2011: +10% (-20%; +80%) t.o.v. 2008 (?+)	2008	2011	1.125	0.781	1.787	0.946	1.384	1.039	1.232	d6c3492e678e8a08410e6406ea61074ec5becbdd	23e3c4922da8ad126bfa7b679860c03bdc20ec61
Aalscholver	jaarlijks	2012: +20% (-20%; +100%) t.o.v. 2008 (?+)	2008	2012	1.198	0.797	1.985	0.985	1.526	1.097	1.326	d6c3492e678e8a08410e6406ea61074ec5becbdd	23e3c4922da8ad126bfa7b679860c03bdc20ec61
Aalscholver	jaarlijks	2013: +34% (-12%; +134%) t.o.v. 2008 (?+)	2008	2013	1.337	0.881	2.337	1.073	1.755	1.2	1.529	d6c3492e678e8a08410e6406ea61074ec5becbdd	23e3c4922da8ad126bfa7b679860c03bdc20ec61
Aalscholver	jaarlijks	2014: +28% (-18%; +111%) t.o.v. 2008 (?+)	2008	2014	1.275	0.825	2.11	1.036	1.632	1.162	1.418	d6c3492e678e8a08410e6406ea61074ec5becbdd	23e3c4922da8ad126bfa7b679860c03bdc20ec61
Aalscholver	jaarlijks	2015: +32% (-18%; +120%) t.o.v. 2008 (?+)	2008	2015	1.322	0.825	2.202	1.045	1.708	1.181	1.464	d6c3492e678e8a08410e6406ea61074ec5becbdd	23e3c4922da8ad126bfa7b679860c03bdc20ec61
Aalscholver	jaarlijks	2016: +40% (-12%; +137%) t.o.v. 2008 (?+)	2008	2016	1.404	0.883	2.371	1.109	1.836	1.265	1.59	d6c3492e678e8a08410e6406ea61074ec5becbdd	23e3c4922da8ad126bfa7b679860c03bdc20ec61
Aalscholver	jaarlijks	2017: +80% (+0%; +240%) t.o.v. 2008 (+)	2008	2017	1.775	1.036	3.446	1.318	2.477	1.526	2.105	d6c3492e678e8a08410e6406ea61074ec5becbdd	23e3c4922da8ad126bfa7b679860c03bdc20ec61
Aalscholver	jaarlijks	2018: +80% (+0%; +260%) t.o.v. 2008 (+)	2008	2018	1.768	1.011	3.556	1.311	2.494	1.533	2.027	d6c3492e678e8a08410e6406ea61074ec5becbdd	23e3c4922da8ad126bfa7b679860c03bdc20ec61
Aalscholver	jaarlijks	2019: +80% (+10%; +270%) t.o.v. 2008 (+)	2008	2019	1.845	1.053	3.707	1.36	2.693	1.582	2.181	d6c3492e678e8a08410e6406ea61074ec5becbdd	23e3c4922da8ad126bfa7b679860c03bdc20ec61
Aalscholver	jaarlijks	2020: +90% (+0%; +310%) t.o.v. 2008 (+)	2008	2020	1.868	1.03	4.086	1.333	2.715	1.596	2.193	d6c3492e678e8a08410e6406ea61074ec5becbdd	23e3c4922da8ad126bfa7b679860c03bdc20ec61
Aalscholver	jaarlijks	2007: +2% (-29%; +60%) t.o.v. 2009 (?)	2009	2007	1.02	0.714	1.596	0.865	1.251	0.943	1.091	d6c3492e678e8a08410e6406ea61074ec5becbdd	23e3c4922da8ad126bfa7b679860c03bdc20ec61
Aalscholver	jaarlijks	2008: -2% (-29%; +28%) t.o.v. 2009 (?-)	2009	2008	0.976	0.707	1.284	0.853	1.1	0.92	1.027	d6c3492e678e8a08410e6406ea61074ec5becbdd	23e3c4922da8ad126bfa7b679860c03bdc20ec61
Aalscholver	jaarlijks	2010: +1% (-25%; +33%) t.o.v. 2009 (?-)	2009	2010	1.005	0.747	1.329	0.881	1.129	0.957	1.054	d6c3492e678e8a08410e6406ea61074ec5becbdd	23e3c4922da8ad126bfa7b679860c03bdc20ec61
Aalscholver	jaarlijks	2011: +9% (-21%; +59%) t.o.v. 2009 (?+)	2009	2011	1.095	0.789	1.593	0.955	1.296	1.027	1.176	d6c3492e678e8a08410e6406ea61074ec5becbdd	23e3c4922da8ad126bfa7b679860c03bdc20ec61
Aalscholver	jaarlijks	2012: +16% (-17%; +77%) t.o.v. 2009 (?+)	2009	2012	1.158	0.828	1.773	0.996	1.423	1.079	1.267	d6c3492e678e8a08410e6406ea61074ec5becbdd	23e3c4922da8ad126bfa7b679860c03bdc20ec61
Aalscholver	jaarlijks	2013: +30% (-10%; +125%) t.o.v. 2009 (?+)	2009	2013	1.296	0.898	2.251	1.071	1.663	1.167	1.438	d6c3492e678e8a08410e6406ea61074ec5becbdd	23e3c4922da8ad126bfa7b679860c03bdc20ec61
Aalscholver	jaarlijks	2014: +20% (-20%; +100%) t.o.v. 2009 (?+)	2009	2014	1.232	0.845	1.979	1.024	1.56	1.131	1.365	d6c3492e678e8a08410e6406ea61074ec5becbdd	23e3c4922da8ad126bfa7b679860c03bdc20ec61
Aalscholver	jaarlijks	2015: +27% (-20%; +110%) t.o.v. 2009 (?+)	2009	2015	1.266	0.805	2.098	1.03	1.613	1.16	1.412	d6c3492e678e8a08410e6406ea61074ec5becbdd	23e3c4922da8ad126bfa7b679860c03bdc20ec61
Aalscholver	jaarlijks	2016: +37% (-11%; +131%) t.o.v. 2009 (?+)	2009	2016	1.37	0.89	2.306	1.093	1.748	1.227	1.531	d6c3492e678e8a08410e6406ea61074ec5becbdd	23e3c4922da8ad126bfa7b679860c03bdc20ec61
Aalscholver	jaarlijks	2017: +70% (+0%; +230%) t.o.v. 2009 (+)	2009	2017	1.713	1.013	3.311	1.302	2.357	1.5	1.989	d6c3492e678e8a08410e6406ea61074ec5becbdd	23e3c4922da8ad126bfa7b679860c03bdc20ec61
Aalscholver	jaarlijks	2018: +70% (+0%; +230%) t.o.v. 2009 (+)	2009	2018	1.694	1.034	3.316	1.28	2.397	1.496	1.961	d6c3492e678e8a08410e6406ea61074ec5becbdd	23e3c4922da8ad126bfa7b679860c03bdc20ec61
Aalscholver	jaarlijks	2019: +80% (+10%; +250%) t.o.v. 2009 (+)	2009	2019	1.787	1.07	3.538	1.33	2.589	1.556	2.07	d6c3492e678e8a08410e6406ea61074ec5becbdd	23e3c4922da8ad126bfa7b679860c03bdc20ec61
Aalscholver	jaarlijks	2020: +80% (+0%; +280%) t.o.v. 2009 (+)	2009	2020	1.806	1.038	3.803	1.31	2.632	1.534	2.122	d6c3492e678e8a08410e6406ea61074ec5becbdd	23e3c4922da8ad126bfa7b679860c03bdc20ec61
Aalscholver	jaarlijks	2007: +0% (-30%; +70%) t.o.v. 2010 (?)	2010	2007	1.011	0.686	1.7	0.834	1.301	0.926	1.119	d6c3492e678e8a08410e6406ea61074ec5becbdd	23e3c4922da8ad126bfa7b679860c03bdc20ec61
Aalscholver	jaarlijks	2008: -3% (-33%; +41%) t.o.v. 2010 (?)	2010	2008	0.967	0.672	1.411	0.819	1.139	0.899	1.035	d6c3492e678e8a08410e6406ea61074ec5becbdd	23e3c4922da8ad126bfa7b679860c03bdc20ec61
Aalscholver	jaarlijks	2009: -1% (-25%; +34%) t.o.v. 2010 (?+)	2010	2009	0.995	0.752	1.338	0.886	1.135	0.948	1.044	d6c3492e678e8a08410e6406ea61074ec5becbdd	23e3c4922da8ad126bfa7b679860c03bdc20ec61
Aalscholver	jaarlijks	2011: +8% (-14%; +53%) t.o.v. 2010 (?+)	2010	2011	1.081	0.864	1.529	0.974	1.264	1.029	1.145	d6c3492e678e8a08410e6406ea61074ec5becbdd	23e3c4922da8ad126bfa7b679860c03bdc20ec61
Aalscholver	jaarlijks	2012: +15% (-15%; +81%) t.o.v. 2010 (?+)	2010	2012	1.154	0.848	1.811	0.995	1.418	1.07	1.255	d6c3492e678e8a08410e6406ea61074ec5becbdd	23e3c4922da8ad126bfa7b679860c03bdc20ec61
Aalscholver	jaarlijks	2013: +27% (-7%; +124%) t.o.v. 2010 (?+)	2010	2013	1.27	0.934	2.24	1.069	1.676	1.163	1.438	d6c3492e678e8a08410e6406ea61074ec5becbdd	23e3c4922da8ad126bfa7b679860c03bdc20ec61
Aalscholver	jaarlijks	2014: +22% (-14%; +103%) t.o.v. 2010 (?+)	2010	2014	1.225	0.86	2.027	1.026	1.535	1.134	1.355	d6c3492e678e8a08410e6406ea61074ec5becbdd	23e3c4922da8ad126bfa7b679860c03bdc20ec61
Aalscholver	jaarlijks	2015: +26% (-15%; +108%) t.o.v. 2010 (?+)	2010	2015	1.258	0.847	2.081	1.032	1.6	1.166	1.394	d6c3492e678e8a08410e6406ea61074ec5becbdd	23e3c4922da8ad126bfa7b679860c03bdc20ec61
Aalscholver	jaarlijks	2016: +35% (-9%; +125%) t.o.v. 2010 (?+)	2010	2016	1.354	0.906	2.249	1.099	1.75	1.235	1.527	d6c3492e678e8a08410e6406ea61074ec5becbdd	23e3c4922da8ad126bfa7b679860c03bdc20ec61
Aalscholver	jaarlijks	2017: +70% (+0%; +230%) t.o.v. 2010 (+)	2010	2017	1.708	1.039	3.339	1.294	2.386	1.475	2.018	d6c3492e678e8a08410e6406ea61074ec5becbdd	23e3c4922da8ad126bfa7b679860c03bdc20ec61
Aalscholver	jaarlijks	2018: +70% (+0%; +230%) t.o.v. 2010 (+)	2010	2018	1.67	1.033	3.308	1.28	2.39	1.473	1.957	d6c3492e678e8a08410e6406ea61074ec5becbdd	23e3c4922da8ad126bfa7b679860c03bdc20ec61
Aalscholver	jaarlijks	2019: +80% (+0%; +250%) t.o.v. 2010 (+)	2010	2019	1.773	1.036	3.525	1.333	2.588	1.535	2.116	d6c3492e678e8a08410e6406ea61074ec5becbdd	23e3c4922da8ad126bfa7b679860c03bdc20ec61
Aalscholver	jaarlijks	2020: +80% (+0%; +300%) t.o.v. 2010 (+)	2010	2020	1.788	1.019	3.955	1.302	2.593	1.537	2.145	d6c3492e678e8a08410e6406ea61074ec5becbdd	23e3c4922da8ad126bfa7b679860c03bdc20ec61
Aalscholver	jaarlijks	2007: -7% (-40%; +60%) t.o.v. 2011 (?)	2011	2007	0.928	0.601	1.597	0.754	1.154	0.851	1.023	d6c3492e678e8a08410e6406ea61074ec5becbdd	23e3c4922da8ad126bfa7b679860c03bdc20ec61
Aalscholver	jaarlijks	2008: -11% (-44%; +28%) t.o.v. 2011 (?-)	2011	2008	0.889	0.56	1.28	0.722	1.057	0.811	0.962	d6c3492e678e8a08410e6406ea61074ec5becbdd	23e3c4922da8ad126bfa7b679860c03bdc20ec61
Aalscholver	jaarlijks	2009: -9% (-37%; +27%) t.o.v. 2011 (?-)	2011	2009	0.913	0.628	1.268	0.772	1.047	0.85	0.974	d6c3492e678e8a08410e6406ea61074ec5becbdd	23e3c4922da8ad126bfa7b679860c03bdc20ec61
Aalscholver	jaarlijks	2010: -8% (-35%; +16%) t.o.v. 2011 (?-)	2011	2010	0.925	0.654	1.157	0.791	1.027	0.874	0.972	d6c3492e678e8a08410e6406ea61074ec5becbdd	23e3c4922da8ad126bfa7b679860c03bdc20ec61
Aalscholver	jaarlijks	2012: +6% (-18%; +41%) t.o.v. 2011 (?+)	2011	2012	1.057	0.816	1.414	0.944	1.21	1.006	1.121	d6c3492e678e8a08410e6406ea61074ec5becbdd	23e3c4922da8ad126bfa7b679860c03bdc20ec61
Aalscholver	jaarlijks	2013: +16% (-12%; +87%) t.o.v. 2011 (?+)	2011	2013	1.162	0.884	1.87	1.007	1.432	1.086	1.278	d6c3492e678e8a08410e6406ea61074ec5becbdd	23e3c4922da8ad126bfa7b679860c03bdc20ec61
Aalscholver	jaarlijks	2014: +12% (-23%; +68%) t.o.v. 2011 (?+)	2011	2014	1.124	0.769	1.678	0.959	1.366	1.04	1.219	d6c3492e678e8a08410e6406ea61074ec5becbdd	23e3c4922da8ad126bfa7b679860c03bdc20ec61
Aalscholver	jaarlijks	2015: +10% (-20%; +80%) t.o.v. 2011 (?+)	2011	2015	1.144	0.761	1.803	0.954	1.441	1.059	1.268	d6c3492e678e8a08410e6406ea61074ec5becbdd	23e3c4922da8ad126bfa7b679860c03bdc20ec61
Aalscholver	jaarlijks	2016: +20% (-10%; +90%) t.o.v. 2011 (?+)	2011	2016	1.227	0.85	1.938	1.019	1.563	1.119	1.37	d6c3492e678e8a08410e6406ea61074ec5becbdd	23e3c4922da8ad126bfa7b679860c03bdc20ec61
Aalscholver	jaarlijks	2017: +54% (+0%; +180%) t.o.v. 2011 (+)	2011	2017	1.544	1.003	2.803	1.216	2.128	1.364	1.779	d6c3492e678e8a08410e6406ea61074ec5becbdd	23e3c4922da8ad126bfa7b679860c03bdc20ec61
Aalscholver	jaarlijks	2018: +51% (-4%; +191%) t.o.v. 2011 (?+)	2011	2018	1.508	0.963	2.908	1.184	2.115	1.356	1.765	d6c3492e678e8a08410e6406ea61074ec5becbdd	23e3c4922da8ad126bfa7b679860c03bdc20ec61
Aalscholver	jaarlijks	2019: +60% (-0%; +210%) t.o.v. 2011 (?+)	2011	2019	1.602	0.986	3.084	1.224	2.268	1.418	1.887	d6c3492e678e8a08410e6406ea61074ec5becbdd	23e3c4922da8ad126bfa7b679860c03bdc20ec61
Aalscholver	jaarlijks	2020: +60% (-0%; +230%) t.o.v. 2011 (?+)	2011	2020	1.628	0.968	3.25	1.202	2.345	1.418	1.906	d6c3492e678e8a08410e6406ea61074ec5becbdd	23e3c4922da8ad126bfa7b679860c03bdc20ec61
Aalscholver	jaarlijks	2007: -12% (-47%; +47%) t.o.v. 2012 (?)	2012	2007	0.879	0.534	1.471	0.689	1.103	0.794	0.965	d6c3492e678e8a08410e6406ea61074ec5becbdd	23e3c4922da8ad126bfa7b679860c03bdc20ec61
Aalscholver	jaarlijks	2008: -17% (-50%; +25%) t.o.v. 2012 (?-)	2012	2008	0.835	0.504	1.255	0.655	1.016	0.754	0.911	d6c3492e678e8a08410e6406ea61074ec5becbdd	23e3c4922da8ad126bfa7b679860c03bdc20ec61
Aalscholver	jaarlijks	2009: -14% (-44%; +21%) t.o.v. 2012 (?-)	2012	2009	0.863	0.564	1.208	0.703	1.004	0.789	0.927	d6c3492e678e8a08410e6406ea61074ec5becbdd	23e3c4922da8ad126bfa7b679860c03bdc20ec61
Aalscholver	jaarlijks	2010: -13% (-45%; +18%) t.o.v. 2012 (?-)	2012	2010	0.866	0.552	1.18	0.705	1.005	0.797	0.935	d6c3492e678e8a08410e6406ea61074ec5becbdd	23e3c4922da8ad126bfa7b679860c03bdc20ec61
Aalscholver	jaarlijks	2011: -5% (-29%; +23%) t.o.v. 2012 (?-)	2012	2011	0.946	0.707	1.225	0.827	1.059	0.892	0.994	d6c3492e678e8a08410e6406ea61074ec5becbdd	23e3c4922da8ad126bfa7b679860c03bdc20ec61
Aalscholver	jaarlijks	2013: +10% (-12%; +57%) t.o.v. 2012 (?+)	2012	2013	1.102	0.876	1.573	0.98	1.293	1.042	1.174	d6c3492e678e8a08410e6406ea61074ec5becbdd	23e3c4922da8ad126bfa7b679860c03bdc20ec61
Aalscholver	jaarlijks	2014: +6% (-25%; +52%) t.o.v. 2012 (?+)	2012	2014	1.058	0.751	1.517	0.912	1.239	0.994	1.126	d6c3492e678e8a08410e6406ea61074ec5becbdd	23e3c4922da8ad126bfa7b679860c03bdc20ec61
Aalscholver	jaarlijks	2015: +9% (-28%; +61%) t.o.v. 2012 (?)	2012	2015	1.089	0.724	1.605	0.916	1.316	0.999	1.173	d6c3492e678e8a08410e6406ea61074ec5becbdd	23e3c4922da8ad126bfa7b679860c03bdc20ec61
Aalscholver	jaarlijks	2016: +16% (-19%; +76%) t.o.v. 2012 (?+)	2012	2016	1.163	0.808	1.763	0.972	1.423	1.068	1.267	d6c3492e678e8a08410e6406ea61074ec5becbdd	23e3c4922da8ad126bfa7b679860c03bdc20ec61
Aalscholver	jaarlijks	2017: +45% (-4%; +162%) t.o.v. 2012 (?+)	2012	2017	1.453	0.963	2.62	1.144	1.912	1.286	1.626	d6c3492e678e8a08410e6406ea61074ec5becbdd	23e3c4922da8ad126bfa7b679860c03bdc20ec61
Aalscholver	jaarlijks	2018: +42% (-7%; +166%) t.o.v. 2012 (?+)	2012	2018	1.425	0.933	2.656	1.126	1.906	1.284	1.625	d6c3492e678e8a08410e6406ea61074ec5becbdd	23e3c4922da8ad126bfa7b679860c03bdc20ec61
Aalscholver	jaarlijks	2019: +50% (-3%; +183%) t.o.v. 2012 (?+)	2012	2019	1.501	0.966	2.829	1.159	2.065	1.343	1.714	d6c3492e678e8a08410e6406ea61074ec5becbdd	23e3c4922da8ad126bfa7b679860c03bdc20ec61
Aalscholver	jaarlijks	2020: +51% (-8%; +195%) t.o.v. 2012 (?+)	2012	2020	1.513	0.923	2.949	1.152	2.131	1.334	1.741	d6c3492e678e8a08410e6406ea61074ec5becbdd	23e3c4922da8ad126bfa7b679860c03bdc20ec61
Aalscholver	jaarlijks	2007: -21% (-54%; +26%) t.o.v. 2013 (?-)	2013	2007	0.793	0.456	1.261	0.612	0.995	0.702	0.881	d6c3492e678e8a08410e6406ea61074ec5becbdd	23e3c4922da8ad126bfa7b679860c03bdc20ec61
Aalscholver	jaarlijks	2008: -25% (-57%; +14%) t.o.v. 2013 (?-)	2013	2008	0.748	0.428	1.135	0.57	0.932	0.654	0.833	d6c3492e678e8a08410e6406ea61074ec5becbdd	23e3c4922da8ad126bfa7b679860c03bdc20ec61
Aalscholver	jaarlijks	2009: -23% (-56%; +11%) t.o.v. 2013 (?-)	2013	2009	0.772	0.444	1.113	0.601	0.933	0.695	0.857	d6c3492e678e8a08410e6406ea61074ec5becbdd	23e3c4922da8ad126bfa7b679860c03bdc20ec61
Aalscholver	jaarlijks	2010: -21% (-55%; +7%) t.o.v. 2013 (?-)	2013	2010	0.788	0.446	1.07	0.597	0.935	0.696	0.86	d6c3492e678e8a08410e6406ea61074ec5becbdd	23e3c4922da8ad126bfa7b679860c03bdc20ec61
Aalscholver	jaarlijks	2011: -14% (-47%; +13%) t.o.v. 2013 (?-)	2013	2011	0.86	0.535	1.132	0.698	0.993	0.783	0.921	d6c3492e678e8a08410e6406ea61074ec5becbdd	23e3c4922da8ad126bfa7b679860c03bdc20ec61
